# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_002287425.1	PRJNA224116	SAMN07514296	NQXW00000000.1	na	2027407	2027407	Megasphaera sp. ASD88	strain=ASD88		latest	Scaffold	Major	Full	2017/09/06	ASM228742v1	Pirogov Russian National Research Medical University	GCA_002287425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/287/425/GCF_002287425.1_ASM228742v1		
GCF_002797275.1	PRJNA224116	SAMN08031325	PGWQ00000000.1	na	2027919	2027919	Enterobacter cloacae complex bacterium	strain=indica		latest	Contig	Major	Full	2017/11/28	ASM279727v1	Translational Health Science and Technology Institute	GCA_002797275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/797/275/GCF_002797275.1_ASM279727v1		
GCF_002441855.1	PRJNA224116	SAMN07702432	NXNL00000000.1	na	2041044	2041044	Eubacterium sp. YI	strain=YI		latest	Scaffold	Major	Full	2017/10/04	ASM244185v1	wageningen university and reasearch	GCA_002441855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/441/855/GCF_002441855.1_ASM244185v1		
GCF_002814175.1	PRJNA224116	SAMN07761303	PDDG00000000.1	na	2044259	2044259	Clostridium sp. HMb25	strain=HMb25		latest	Contig	Major	Full	2017/12/08	ASM281417v1	Harvard Medical School	GCA_002814175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/814/175/GCF_002814175.1_ASM281417v1		
GCF_002899675.1	PRJNA224116	SAMN08279499	PKUU00000000.1	na	2067550	2067550	Clostridium sp. chh4-2	strain=chh4-2		latest	Contig	Major	Full	2018/01/25	ASM289967v1	FIRDI	GCA_002899675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/899/675/GCF_002899675.1_ASM289967v1		
GCF_002899715.1	PRJNA224116	SAMN08329307	PPEK00000000.1	na	2070686	2070686	Enteroscipio rubneri	strain=ResAG-96		latest	Contig	Major	Full	2018/01/25	ASM289971v1	Max Rubner-Institut	GCA_002899715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/899/715/GCF_002899715.1_ASM289971v1		assembly from type material
GCF_002899695.1	PRJNA224116	SAMN08329306	PPEL00000000.1	na	2070688	2070688	Rubneribacter badeniensis	strain=ResAG-85		latest	Contig	Major	Full	2018/01/25	ASM289969v1	Max Rubner-Institut	GCA_002899695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/899/695/GCF_002899695.1_ASM289969v1		assembly from type material
GCF_003112755.1	PRJNA224116	SAMD00113727	BFBT00000000.1	na	2108523	2108523	Lawsonibacter asaccharolyticus	strain=3BBH22		latest	Contig	Major	Full	2018/03/08	ASM311275v1	Microbe Division/ Japan Collection of Microorganisms, RIKEN BioResource Center	GCA_003112755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/112/755/GCF_003112755.1_ASM311275v1		
GCF_003024685.1	PRJNA224116	SAMN08731210	PYLQ00000000.1	na	2126738	2126738	Lachnoclostridium sp. SNUG30099	strain=SNUG30099		latest	Contig	Major	Full	2018/03/28	ASM302468v1	Seoul National University	GCA_003024685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/024/685/GCF_003024685.1_ASM302468v1		
GCF_003024675.1	PRJNA224116	SAMN08731215	PYLP00000000.1	na	2126739	2126739	Lachnoclostridium sp. SNUG30370	strain=SNUG30370		latest	Contig	Major	Full	2018/03/28	ASM302467v1	Seoul National University	GCA_003024675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/024/675/GCF_003024675.1_ASM302467v1		
GCF_000210775.1	PRJNA197202	SAMEA3138380		na	718254	550	Enterobacter cloacae subsp. cloacae NCTC 9394	strain=NCTC 9394		suppressed	Chromosome	Major	Full	2010/04/23	ASM21077v1	metaHIT	GCA_000210775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/775/GCF_000210775.1_ASM21077v1	missing tRNA genes	
GCF_000243195.1	PRJNA181402	SAMN02299425	ACTQ00000000.1	na	1127356	562	Escherichia coli 4_1_47FAA	strain=4_1_47FAA		suppressed	Scaffold	Major	Full	2012/01/23	Esch_coli_4_1_47FAA_V1	Broad Institute	GCA_000243195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/195/GCF_000243195.1_Esch_coli_4_1_47FAA_V1	many frameshifted proteins	
GCF_000209815.1	PRJNA197155	SAMEA3138350		na	657324	831	Butyrivibrio fibrisolvens 16/4	strain=16/4		suppressed	Chromosome	Major	Full	2010/03/25	ASM20981v1	MetaHIT	GCA_000209815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/815/GCF_000209815.1_ASM20981v1	genome length too small ; missing rRNA genes	
GCF_000220825.1	PRJNA181567	SAMN02299446	AFQD00000000.1	na	997347	851	Fusobacterium nucleatum subsp. animalis ATCC 51191	strain=ATCC 51191		suppressed	Scaffold	Major	Full	2011/07/18	ASM22082v1	Baylor College of Medicine	GCA_000220825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/825/GCF_000220825.1_ASM22082v1	low contig N50	
GCF_000209855.1	PRJNA197157	SAMEA3138352		na	657322	853	Faecalibacterium prausnitzii SL3/3	strain=SL3/3		suppressed	Chromosome	Major	Full	2010/04/23	ASM20985v1	MetaHIT	GCA_000209855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/855/GCF_000209855.1_ASM20985v1	missing rRNA genes	
GCF_000210735.1	PRJNA197183	SAMEA3138378		na	718252	853	Faecalibacterium prausnitzii L2-6	strain=L2/6		suppressed	Chromosome	Major	Full	2010/04/23	ASM21073v1	metaHIT	GCA_000210735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/735/GCF_000210735.1_ASM21073v1	missing rRNA genes	
GCF_000158295.2	PRJNA224116	SAMN02463712	ACDG00000000.2	na	556263	859	Fusobacterium necrophorum D12	strain=D12		suppressed	Scaffold	Major	Full	2011/07/27	Fuso_sp_D12_V2	Broad Institute	GCA_000158295.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/295/GCF_000158295.2_Fuso_sp_D12_V2	many frameshifted proteins	
GCF_000242215.1	PRJNA81603	SAMN02463865	ADLZ00000000.1	na	742814	859	Fusobacterium necrophorum subsp. funduliforme 1_1_36S	strain=1_1_36S		suppressed	Scaffold	Major	Full	2012/01/11	Fuso_necr_1_1_36S_V1	Broad Institute	GCA_000242215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/215/GCF_000242215.1_Fuso_necr_1_1_36S_V1	many frameshifted proteins	
GCF_000418955.1	PRJNA210577	SAMN02436717	ATON00000000.1	na	1333578	1311	Streptococcus agalactiae MC634	strain=MC634		suppressed	Scaffold	Major	Full	2013/07/08	S_agalactiaeMC634-1.0	The Genome Institute	GCA_000418955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/418/955/GCF_000418955.1_S_agalactiaeMC634-1.0	many frameshifted proteins	
GCF_000419015.1	PRJNA224116	SAMN02436824	ATOP00000000.1	na	1333576	1311	Streptococcus agalactiae MC632	strain=MC632		suppressed	Scaffold	Major	Full	2013/07/08	S_agalactiaeMC632-1.0	The Genome Institute	GCA_000419015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/419/015/GCF_000419015.1_S_agalactiaeMC632-1.0	many frameshifted proteins	
GCF_000419035.1	PRJNA210580	SAMN02436763	ATOQ00000000.1	na	1333575	1311	Streptococcus agalactiae MC631	strain=MC631		suppressed	Scaffold	Major	Full	2013/07/08	S_agalactiaeMC631-1.0	The Genome Institute	GCA_000419035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/419/035/GCF_000419035.1_S_agalactiaeMC631-1.0	many frameshifted proteins	
GCF_000205205.1	PRJNA181550	SAMN02299432	AFBS00000000.1	na	749517	1351	Enterococcus faecalis TX1467	strain=TX1467		suppressed	Scaffold	Major	Full	2011/04/20	ASM20520v1	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	GCA_000205205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/205/205/GCF_000205205.1_ASM20520v1	many frameshifted proteins	
GCF_000210115.1	PRJNA197170	SAMEA3138365		na	1351	1351	Enterococcus faecalis	strain=7L76		suppressed	Chromosome	Major	Full	2010/04/23	ASM21011v1	MetaHIT	GCA_000210115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/115/GCF_000210115.1_ASM21011v1	missing tRNA genes	
GCF_000965515.1	PRJNA224116	SAMN03394942	LAGO00000000.1	na	1491	1491	Clostridium botulinum	strain=CDC66221		suppressed	Contig	Major	Full	2015/03/27	ASM96551v1	Centers for Disease Control and Prevention	GCA_000965515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/965/515/GCF_000965515.1_ASM96551v1	many frameshifted proteins	
GCF_000185325.1	PRJNA61483	SAMN00210774	AEPT00000000.1	na	888827	28197	Arcobacter butzleri JV22	strain=JV22		suppressed	Scaffold	Major	Full	2011/01/14	ASM18532v1	Baylor College of Medicine	GCA_000185325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/325/GCF_000185325.1_ASM18532v1	many frameshifted proteins	
GCF_000210035.1	PRJNA197166	SAMEA3138361		na	657313	33039	Ruminococcus torques L2-14	strain=L2-14		suppressed	Chromosome	Major	Full	2010/03/25	ASM21003v1	MetaHIT	GCA_000210035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/035/GCF_000210035.1_ASM21003v1	missing rRNA genes	
GCF_000209935.1	PRJNA197161	SAMEA3138356		na	657318	39491	[Eubacterium] rectale DSM 17629	strain=DSM 17629		suppressed	Chromosome	Major	Full	2010/03/25	ASM20993v1	MetaHIT	GCA_000209935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/935/GCF_000209935.1_ASM20993v1	missing rRNA genes	
GCF_000209955.1	PRJNA197162	SAMEA3138357		na	657317	39491	[Eubacterium] rectale M104/1	strain=M104/1		suppressed	Chromosome	Major	Full	2010/03/25	ASM20995v1	MetaHIT	GCA_000209955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/955/GCF_000209955.1_ASM20995v1	missing rRNA genes	
GCF_000209915.1	PRJNA197160	SAMEA3138355		na	657319	39492	[Eubacterium] siraeum 70/3	strain=70/3		suppressed	Chromosome	Major	Full	2010/03/25	ASM20991v1	MetaHIT	GCA_000209915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/915/GCF_000209915.1_ASM20991v1	missing rRNA genes	
GCF_000210635.1	PRJNA197178	SAMEA3138373		na	717961	39492	[Eubacterium] siraeum V10Sc8a	strain=V10Sc8a		suppressed	Chromosome	Major	Full	2010/03/25	ASM21063v1	metaHIT	GCA_000210635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/635/GCF_000210635.1_ASM21063v1	missing tRNA genes	
GCF_000209875.1	PRJNA197158	SAMEA3138353		na	657321	40518	Ruminococcus bromii L2-63	strain=L2-63		suppressed	Chromosome	Major	Full	2010/03/25	ASM20987v1	MetaHIT	GCA_000209875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/875/GCF_000209875.1_ASM20987v1	missing rRNA genes	
GCF_000210015.1	PRJNA197165	SAMEA3138360		na	657314	40520	Blautia obeum A2-162	strain=A2-162		suppressed	Chromosome	Major	Full	2010/04/23	ASM21001v1	MetaHIT	GCA_000210015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/015/GCF_000210015.1_ASM21001v1	missing rRNA genes	
GCF_001043995.1	PRJNA224116	SAMN03196656	JUIK00000000.1	na	47715	47715	Lactobacillus rhamnosus	strain=Lr073		suppressed	Contig	Major	Full	2015/07/01	ASM104399v1	Wageningen University	GCA_001043995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/043/995/GCF_001043995.1_ASM104399v1	many frameshifted proteins	
GCF_001044015.1	PRJNA224116	SAMN03196657	JUIL00000000.1	na	47715	47715	Lactobacillus rhamnosus	strain=Lr071		suppressed	Contig	Major	Full	2015/07/01	ASM104401v1	Wageningen University	GCA_001044015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/044/015/GCF_001044015.1_ASM104401v1	many frameshifted proteins	
GCF_000210535.1	PRJNA197201	SAMEA2272117		na	717608	84030	[Clostridium] cf. saccharolyticum K10	strain=K10		suppressed	Chromosome	Major	Full	2010/04/23	ASM21053v1	metaHIT	GCA_000210535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/535/GCF_000210535.1_ASM21053v1	missing rRNA genes	
GCF_000155835.1	PRJNA54897	SAMN00000019	ABVP00000000.1	na	471881	102862	Proteus penneri ATCC 35198	strain=ATCC 35198		suppressed	Scaffold	Major	Full	2009/03/17	ASM15583v1	Washington University Genome Sequencing Center	GCA_000155835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/835/GCF_000155835.1_ASM15583v1	many frameshifted proteins	
GCF_000210555.1	PRJNA197174	SAMEA2272068		na	717962	116085	Coprococcus catus GD/7	strain=GD/7		suppressed	Chromosome	Major	Full	2010/03/25	ASM21055v1	metaHIT	GCA_000210555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/555/GCF_000210555.1_ASM21055v1	missing rRNA genes	
GCF_000209975.1	PRJNA197163	SAMEA3138358		na	657316	158847	Megamonas hypermegale ART12/1	strain=ART12/1		suppressed	Chromosome	Major	Full	2010/03/25	ASM20997v1	MetaHIT	GCA_000209975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/975/GCF_000209975.1_ASM20997v1	many frameshifted proteins ; missing rRNA genes	
GCF_000209995.1	PRJNA197164	SAMEA3138359		na	657315	166486	Roseburia intestinalis M50/1	strain=M50/1		suppressed	Chromosome	Major	Full	2010/03/25	ASM20999v1	MetaHIT	GCA_000209995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/995/GCF_000209995.1_ASM20999v1	missing rRNA genes	
GCF_000210655.1	PRJNA197179	SAMEA3138374		na	718255	166486	Roseburia intestinalis XB6B4	strain=XB6B4		suppressed	Chromosome	Major	Full	2010/03/25	ASM21065v1	metaHIT	GCA_000210655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/655/GCF_000210655.1_ASM21065v1	missing rRNA genes	
GCF_000209895.1	PRJNA197159	SAMEA3138354		na	245014	245014	butyrate-producing bacterium SS3/4	strain=SS3/4		suppressed	Chromosome	Major	Full	2010/03/25	ASM20989v1	MetaHIT	GCA_000209895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/895/GCF_000209895.1_ASM20989v1	missing rRNA genes	
GCF_000738045.1	PRJNA224116	SAMN02679092		na	357276	357276	Bacteroides dorei			suppressed	Complete Genome	Major	Full	2014/08/06	ASM73804v1	University of Florida	GCA_000738045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/738/045/GCF_000738045.1_ASM73804v1	derived from metagenome	
GCF_000738065.1	PRJNA224116	SAMN02679418		na	357276	357276	Bacteroides dorei			suppressed	Complete Genome	Major	Full	2014/08/06	ASM73806v1	University of Florida	GCA_000738065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/738/065/GCF_000738065.1_ASM73806v1	derived from metagenome	
GCF_000210075.1	PRJNA197168	SAMEA3138363		na	657309	371601	Bacteroides xylanisolvens XB1A	strain=XB1A		suppressed	Chromosome	Major	Full	2010/04/23	ASM21007v1	MetaHIT	GCA_000210075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/075/GCF_000210075.1_ASM21007v1	missing rRNA genes	
GCF_000162515.1	PRJNA49709	SAMN02463759	ACRP00000000.1	na	469585	469585	Bacteroides sp. 1_1_14	strain=1_1_14		suppressed	Scaffold	Major	Full	2010/06/14	ASM16251v1	Broad Institute	GCA_000162515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/162/515/GCF_000162515.1_ASM16251v1	many frameshifted proteins	
GCF_000210695.1	PRJNA197181	SAMEA3138376		na	649756	649756	Anaerostipes hadrus	strain=SSC/2		suppressed	Chromosome	Major	Full	2010/03/25	ASM21069v1	metaHIT	GCA_000210695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/695/GCF_000210695.1_ASM21069v1	missing rRNA genes	
GCF_000209835.1	PRJNA197156	SAMEA3138351		na	657323	657323	Ruminococcus sp. SR1/5	strain=SR1/5		suppressed	Chromosome	Major	Full	2010/03/25	ASM20983v1	MetaHIT	GCA_000209835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/835/GCF_000209835.1_ASM20983v1	missing rRNA genes	
GCF_000165065.1	PRJNA224116	SAMN02463768	ACTJ00000000.1	na	658659	658659	Erysipelotrichaceae bacterium 3_1_53	strain=3_1_53		suppressed	Scaffold	Major	Full	2010/10/22	ASM16506v1	Broad Institute	GCA_000165065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/065/GCF_000165065.1_ASM16506v1	many frameshifted proteins	
GCF_000508945.1	PRJNA224116	SAMD00012186	BAHU00000000.2	na	1232448	1232448	Clostridiales bacterium VE202-07	strain=VE202-07		suppressed	Contig	Major	Full	2013/07/16	ASM50894v1	The University of Tokyo	GCA_000508945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/508/945/GCF_000508945.1_ASM50894v1	many frameshifted proteins	
GCF_000437815.1	PRJNA222203	SAMEA3138775	CBJX000000000.1	na	1262687	1262687	Acidaminococcus sp. CAG:542			suppressed	Scaffold	Major	Full	2013/07/17	MGS542	DTU	GCA_000437815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/437/815/GCF_000437815.1_MGS542	derived from environmental source	
GCF_000433795.1	PRJNA221970	SAMEA3138577	CBAZ000000000.1	na	1262692	1262692	Alistipes sp. CAG:157			suppressed	Scaffold	Major	Full	2013/07/17	MGS157	DTU	GCA_000433795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/433/795/GCF_000433795.1_MGS157	derived from environmental source	
GCF_000434235.1	PRJNA222105	SAMEA3138599	CBGE000000000.1	na	1262693	1262693	Alistipes sp. CAG:268			suppressed	Scaffold	Major	Full	2013/07/17	MGS268	DTU	GCA_000434235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/434/235/GCF_000434235.1_MGS268	derived from environmental source	
GCF_000435435.1	PRJNA222118	SAMEA3138658	CBGS000000000.1	na	1262694	1262694	Alistipes sp. CAG:29			suppressed	Scaffold	Major	Full	2013/07/17	MGS29	DTU	GCA_000435435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/435/435/GCF_000435435.1_MGS29	derived from environmental source	
GCF_000431015.1	PRJNA221742	SAMEA3138438	CAWO000000000.1	na	1262696	1262696	Alistipes sp. CAG:514			suppressed	Scaffold	Major	Full	2013/07/17	MGS514	DTU	GCA_000431015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/431/015/GCF_000431015.1_MGS514	derived from environmental source	
GCF_000433435.1	PRJNA221969	SAMEA3138559	CBAY000000000.1	na	1262697	1262697	Alistipes sp. CAG:53			suppressed	Scaffold	Major	Full	2013/07/17	MGS53	DTU	GCA_000433435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/433/435/GCF_000433435.1_MGS53	derived from environmental source	
GCF_000432775.1	PRJNA221899	SAMEA3138526	CAYB000000000.1	na	1262698	1262698	Alistipes sp. CAG:831			suppressed	Scaffold	Major	Full	2013/07/17	MGS831	DTU	GCA_000432775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/432/775/GCF_000432775.1_MGS831	derived from environmental source	
GCF_000432215.1	PRJNA222079	SAMEA3138498	CBFE000000000.1	na	1262699	1262699	Anaerostipes sp. CAG:276			suppressed	Scaffold	Major	Full	2013/07/17	MGS276	DTU	GCA_000432215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/432/215/GCF_000432215.1_MGS276	derived from environmental source	
GCF_000433975.1	PRJNA221975	SAMEA3138586	CBBE000000000.1	na	1262700	1262700	Anaerotruncus sp. CAG:528			suppressed	Scaffold	Major	Full	2013/07/17	MGS528	DTU	GCA_000433975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/433/975/GCF_000433975.1_MGS528	derived from environmental source	
GCF_000437335.1	PRJNA222158	SAMEA3138751	CBIF000000000.1	na	1262708	1262708	Bacillus sp. CAG:988			suppressed	Scaffold	Major	Full	2013/07/17	MGS988	DTU	GCA_000437335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/437/335/GCF_000437335.1_MGS988	derived from environmental source	
GCF_000434215.1	PRJNA221981	SAMEA3138598	CBBJ000000000.1	na	1262736	1262736	Bacteroides sp. CAG:144			suppressed	Scaffold	Major	Full	2013/07/17	MGS144	DTU	GCA_000434215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/434/215/GCF_000434215.1_MGS144	derived from environmental source	
GCF_000432295.1	PRJNA221903	SAMEA3138502	CAYI000000000.1	na	1262737	1262737	Bacteroides sp. CAG:189			suppressed	Scaffold	Major	Full	2013/07/17	MGS189	DTU	GCA_000432295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/432/295/GCF_000432295.1_MGS189	derived from environmental source	
GCF_000431635.1	PRJNA221881	SAMEA3138469	CAXI000000000.1	na	1262738	1262738	Bacteroides sp. CAG:20			suppressed	Scaffold	Major	Full	2013/07/17	MGS20	DTU	GCA_000431635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/431/635/GCF_000431635.1_MGS20	derived from environmental source	
GCF_000432735.1	PRJNA222063	SAMEA3138524	CBEN000000000.1	na	1262739	1262739	Bacteroides sp. CAG:443			suppressed	Scaffold	Major	Full	2013/07/17	MGS443	DTU	GCA_000432735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/432/735/GCF_000432735.1_MGS443	derived from environmental source	
GCF_000435095.1	PRJNA222146	SAMEA3138641	CBHU000000000.1	na	1262740	1262740	Bacteroides sp. CAG:462			suppressed	Scaffold	Major	Full	2013/07/17	MGS462	DTU	GCA_000435095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/435/095/GCF_000435095.1_MGS462	derived from environmental source	
GCF_000434735.1	PRJNA222011	SAMEA3138624	CBCL000000000.1	na	1262741	1262741	Bacteroides sp. CAG:530			suppressed	Scaffold	Major	Full	2013/07/17	MGS530	DTU	GCA_000434735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/434/735/GCF_000434735.1_MGS530	derived from environmental source	
GCF_000435115.1	PRJNA222026	SAMEA3138642	CBDA000000000.1	na	1262744	1262744	Bacteroides sp. CAG:633			suppressed	Scaffold	Major	Full	2013/07/17	MGS633	DTU	GCA_000435115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/435/115/GCF_000435115.1_MGS633	derived from environmental source	
GCF_000432535.1	PRJNA221947	SAMEA3138514	CBAC000000000.1	na	1262746	1262746	Bacteroides sp. CAG:661			suppressed	Scaffold	Major	Full	2013/07/17	MGS661	DTU	GCA_000432535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/432/535/GCF_000432535.1_MGS661	derived from environmental source	
GCF_000432695.1	PRJNA221957	SAMEA3138522	CBAM000000000.1	na	1262747	1262747	Bacteroides sp. CAG:702			suppressed	Scaffold	Major	Full	2013/07/17	MGS702	DTU	GCA_000432695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/432/695/GCF_000432695.1_MGS702	derived from environmental source	
